"SectionIdentifier","TermIdentifier","CourseIdentifier","Subject","CourseNumber","Number","BeginDate","EndDate","OrgUnitIdentifier","Title","Credits","DeliveryMode","Location","Description"
"PARA1001001_2178",2178,"PARA1001","PARA","1001","001",2017-08-21,2017-12-09,"PARA","INTRO LEGAL STUDIES",3,"DL 100%","Online",""
"PARA1001002_2178",2178,"PARA1001","PARA","1001","002",2017-08-21,2017-12-09,"PARA","INTRO LEGAL STUDIES",3,"In Person","Clermont College",""
"PARA1011001_2178",2178,"PARA1011","PARA","1011","001",2017-08-21,2017-12-09,"PARA","LEGAL RESEACH I",3,"In Person","Clermont College",""
"PARA1011002_2178",2178,"PARA1011","PARA","1011","002",2017-08-21,2017-12-09,"PARA","LEGAL RESEACH I",3,"In Person","Clermont College",""
"PARA1012001_2181",2181,"PARA1012","PARA","1012","001",2018-01-08,2018-04-26,"PARA","LEGAL RESEARCH II",3,"In Person","Clermont College",""
"PARA1012002_2181",2181,"PARA1012","PARA","1012","002",2018-01-08,2018-04-26,"PARA","LEGAL RESEARCH II",3,"In Person","Clermont College",""
"PARA1013C001_2181",2181,"PARA1013C","PARA","1013C","001",2018-01-08,2018-04-26,"PARA","LAW OFFICE TECH",3,"In Person","Clermont College",""
"PARA1014001_2181",2181,"PARA1014","PARA","1014","001",2018-01-08,2018-04-26,"PARA","FAMILY LAW",3,"In Person","Clermont College",""
"PARA1015001_2178",2178,"PARA1015","PARA","1015","001",2017-08-21,2017-12-09,"PARA","CRIMINAL LAW & PROC",3,"DL 100%","Online",""
"PARA2021001_2178",2178,"PARA2021","PARA","2021","001",2017-08-21,2017-12-09,"PARA","CIVIL LITIGATION I",3,"In Person","Clermont College",""
"PARA2021002_2178",2178,"PARA2021","PARA","2021","002",2017-08-21,2017-12-09,"PARA","CIVIL LITIGATION I",3,"In Person","Clermont College",""
"PARA2022001_2181",2181,"PARA2022","PARA","2022","001",2018-01-08,2018-04-26,"PARA","CIVIL LITIGATION II",3,"In Person","Clermont College",""
"PARA2022002_2181",2181,"PARA2022","PARA","2022","002",2018-01-08,2018-04-26,"PARA","CIVIL LITIGATION II",3,"In Person","Clermont College",""
"PARA2023002_2178",2178,"PARA2023","PARA","2023","002",2017-08-21,2017-12-09,"PARA","REAL ESTATE LAW",3,"DL 100%","Online",""
"PARA2024001_2178",2178,"PARA2024","PARA","2024","001",2017-08-21,2017-12-09,"PARA","CORP & BUS ORG. LAW",3,"DL 100%","Online",""
"PARA2025001_2181",2181,"PARA2025","PARA","2025","001",2018-01-08,2018-04-26,"PARA","ESTATES & PROBATE",3,"In Person","Clermont College",""
"PARA2026003_2181",2181,"PARA2026","PARA","2026","003",2018-01-08,2018-04-26,"PARA","ADMINISTRATIVE LITIGATION",3,"DL 100%","Online",""
"PARA2027001_2181",2181,"PARA2027","PARA","2027","001",2018-01-08,2018-04-26,"PARA","PARALEGAL PRACTICUM",3,"In Person","Clermont College",""
"PARA2028001_2178",2178,"PARA2028","PARA","2028","001",2017-08-21,2017-12-09,"PARA","BANKRUPTCY LAW",3,"In Person","Clermont College",""
"PARA2029001_2181",2181,"PARA2029","PARA","2029","001",2018-01-08,2018-04-26,"PARA","EMPLOYMENT LAW",3,"DL 100%","Online",""
"PARA2031001_2181",2181,"PARA2031","PARA","2031","001",2018-01-08,2018-04-26,"PARA","STUDY ABROAD",3,"In Person","Clermont College",""
"PHIL1000001_2178",2178,"PHIL1000","PHIL","1000","001",2017-08-21,2017-12-09,"PHIL","INTRO TO PHILOSOPHY",3,"In Person","Clermont College",""
"PHIL1000001_2181",2181,"PHIL1000","PHIL","1000","001",2018-01-08,2018-04-26,"PHIL","INTRO TO PHILOSOPHY",3,"DL 100%","Online",""
"PHIL1000002_2178",2178,"PHIL1000","PHIL","1000","002",2017-08-21,2017-12-09,"PHIL","INTRO TO PHILOSOPHY",3,"DL 100%","Online",""
"PHIL1000002_2181",2181,"PHIL1000","PHIL","1000","002",2018-01-08,2018-04-26,"PHIL","INTRO TO PHILOSOPHY",3,"In Person","Clermont College",""
"PHIL1010001_2178",2178,"PHIL1010","PHIL","1010","001",2017-08-21,2017-12-09,"PHIL","CRITICAL THINKING",3,"In Person","Clermont College",""
"PHIL2025001_2181",2181,"PHIL2025","PHIL","2025","001",2018-01-08,2018-04-26,"PHIL","PHIL & SEXUALITY",3,"In Person","Clermont College",""
"PHIL2028001_2178",2178,"PHIL2028","PHIL","2028","001",2017-08-21,2017-12-09,"PHIL","BUSINESS ETHICS",3,"DL 100%","Online",""
"PHIL2028001_2181",2181,"PHIL2028","PHIL","2028","001",2018-01-08,2018-04-26,"PHIL","BUSINESS ETHICS",3,"DL 100%","Online",""
"PHIL2030001_2181",2181,"PHIL2030","PHIL","2030","001",2018-01-08,2018-04-26,"PHIL","PHIL & RELIGION",3,"In Person","Clermont College",""
"PHYS1005C001_2178",2178,"PHYS1005C","PHYS","1005C","001",2017-08-21,2017-12-09,"PHYS","PHYS ALLIED HEALTH",3,"DL 100%","Online",""
"PHYS1005C001_2181",2181,"PHYS1005C","PHYS","1005C","001",2018-01-08,2018-04-26,"PHYS","PHYS ALLIED HEALTH",3,"DL 100%","Online",""
"PHYS1005C002_2178",2178,"PHYS1005C","PHYS","1005C","002",2017-08-21,2017-12-09,"PHYS","PHYS ALLIED HEALTH",3,"DL 100%","Online",""
"PHYS1005C003_2181",2181,"PHYS1005C","PHYS","1005C","003",2018-01-08,2018-04-26,"PHYS","PHYS ALLIED HEALTH",3,"In Person","Clermont College",""
"PHYS1005C004_2181",2181,"PHYS1005C","PHYS","1005C","004",2018-01-08,2018-04-26,"PHYS","PHYS ALLIED HEALTH",3,"In Person","Clermont College",""
"PHYS1020001_2178",2178,"PHYS1020","PHYS","1020","001",2017-08-21,2017-12-09,"PHYS","THE SOLAR SYSTEM",3,"In Person","Clermont College",""
"PHYS1020001_2181",2181,"PHYS1020","PHYS","1020","001",2018-01-08,2018-04-26,"PHYS","THE SOLAR SYSTEM",3,"In Person","Clermont College",""
"PHYS1021001_2178",2178,"PHYS1021","PHYS","1021","001",2017-08-21,2017-12-09,"PHYS","STARS & GALAXIES",3,"In Person","Clermont College",""
"PHYS1021001_2181",2181,"PHYS1021","PHYS","1021","001",2018-01-08,2018-04-26,"PHYS","STARS & GALAXIES",3,"In Person","Clermont College",""
"PHYS1051001_2178",2178,"PHYS1051","PHYS","1051","001",2017-08-21,2017-12-09,"PHYS","GEN PHYSICS 1 (ALGEBRA BASED)",4,"In Person","Clermont College",""
"PHYS1051001_2181",2181,"PHYS1051","PHYS","1051","001",2018-01-08,2018-04-26,"PHYS","GEN PHYSICS 1 (ALGEBRA BASED)",4,"In Person","Clermont College",""
"PHYS1051002_2178",2178,"PHYS1051","PHYS","1051","002",2017-08-21,2017-12-09,"PHYS","GEN PHYSICS 1 (ALGEBRA BASED)",4,"In Person","Clermont College",""
"PHYS1051002_2181",2181,"PHYS1051","PHYS","1051","002",2018-01-08,2018-04-26,"PHYS","GEN PHYSICS 1 (ALGEBRA BASED)",4,"In Person","Off Campus",""
"PHYS1051003_2178",2178,"PHYS1051","PHYS","1051","003",2017-08-21,2017-12-09,"PHYS","GEN PHYSICS 1 (ALGEBRA BASED)",4,"In Person","Off Campus",""
"PHYS1051L001_2178",2178,"PHYS1051L","PHYS","1051L","001",2017-08-21,2017-12-09,"PHYS","GEN PHYSICS LAB I",1,"In Person","Clermont College",""
"PHYS1051L001_2181",2181,"PHYS1051L","PHYS","1051L","001",2018-01-08,2018-04-26,"PHYS","GEN PHYSICS LAB I",1,"In Person","Clermont College",""
"PHYS1051L002_2178",2178,"PHYS1051L","PHYS","1051L","002",2017-08-21,2017-12-09,"PHYS","GEN PHYSICS LAB I",1,"In Person","Clermont College",""
"PHYS1051L002_2181",2181,"PHYS1051L","PHYS","1051L","002",2018-01-08,2018-04-26,"PHYS","GEN PHYSICS LAB I",1,"In Person","Off Campus",""
"PHYS1051L003_2178",2178,"PHYS1051L","PHYS","1051L","003",2017-08-21,2017-12-09,"PHYS","GEN PHYSICS LAB I",1,"In Person","Off Campus",""
"PHYS1052001_2181",2181,"PHYS1052","PHYS","1052","001",2018-01-08,2018-04-26,"PHYS","GEN PHYSICS II (ALGEBRA BASED)",4,"In Person","Clermont College",""
"PHYS1052002_2181",2181,"PHYS1052","PHYS","1052","002",2018-01-08,2018-04-26,"PHYS","GEN PHYSICS II (ALGEBRA BASED)",4,"In Person","Off Campus",""
"PHYS1052L001_2181",2181,"PHYS1052L","PHYS","1052L","001",2018-01-08,2018-04-26,"PHYS","GEN PHYSICS LAB II",1,"In Person","Clermont College",""
"PHYS1052L002_2181",2181,"PHYS1052L","PHYS","1052L","002",2018-01-08,2018-04-26,"PHYS","GEN PHYSICS LAB II",1,"In Person","Clermont College",""
"PHYS1052L003_2181",2181,"PHYS1052L","PHYS","1052L","003",2018-01-08,2018-04-26,"PHYS","GEN PHYSICS LAB II",1,"In Person","Off Campus",""
"PHYS2001001_2178",2178,"PHYS2001","PHYS","2001","001",2017-08-21,2017-12-09,"PHYS","COLLEGE PHYSICS I",4,"In Person","Clermont College",""
"PHYS2001001_2181",2181,"PHYS2001","PHYS","2001","001",2018-01-08,2018-04-26,"PHYS","COLLEGE PHYSICS I",4,"In Person","Clermont College",""
"PHYS2001L001_2178",2178,"PHYS2001L","PHYS","2001L","001",2017-08-21,2017-12-09,"PHYS","COLLEGE PHYS LAB I",1,"In Person","Clermont College",""
"PHYS2001L001_2181",2181,"PHYS2001L","PHYS","2001L","001",2018-01-08,2018-04-26,"PHYS","COLLEGE PHYS LAB I",1,"In Person","Clermont College",""
"PHYS2001L002_2178",2178,"PHYS2001L","PHYS","2001L","002",2017-08-21,2017-12-09,"PHYS","COLLEGE PHYS LAB I",1,"In Person","Clermont College",""
"PHYS2002001_2181",2181,"PHYS2002","PHYS","2002","001",2018-01-08,2018-04-26,"PHYS","COLLEGE PHYSICS II",4,"In Person","Clermont College",""
"PHYS2002L001_2181",2181,"PHYS2002L","PHYS","2002L","001",2018-01-08,2018-04-26,"PHYS","COLLEGE PHYS LAB II",1,"In Person","Clermont College",""
"PHYS2002L002_2181",2181,"PHYS2002L","PHYS","2002L","002",2018-01-08,2018-04-26,"PHYS","COLLEGE PHYS LAB II",1,"In Person","Clermont College",""
"POL1010001_2178",2178,"POL1010","POL","1010","001",2017-08-21,2017-12-09,"POL","INTRO AM POLITICS",3,"In Person","Clermont College",""
"POL1010001_2181",2181,"POL1010","POL","1010","001",2018-01-08,2018-04-26,"POL","INTRO AM POLITICS",3,"In Person","Clermont College",""
"POL1010002_2178",2178,"POL1010","POL","1010","002",2017-08-21,2017-12-09,"POL","INTRO AM POLITICS",3,"In Person","Clermont College",""
"POL1010002_2181",2181,"POL1010","POL","1010","002",2018-01-08,2018-04-26,"POL","INTRO AM POLITICS",3,"In Person","Clermont College",""
"POL1010003_2178",2178,"POL1010","POL","1010","003",2017-08-21,2017-12-09,"POL","INTRO AM POLITICS",3,"DL 100%","Online",""
"POL1010003_2181",2181,"POL1010","POL","1010","003",2018-01-08,2018-04-26,"POL","INTRO AM POLITICS",3,"DL 100%","Online",""
"POL1010004_2178",2178,"POL1010","POL","1010","004",2017-08-21,2017-12-09,"POL","INTRO AM POLITICS",3,"DL 100%","Online",""
"POL1010004_2181",2181,"POL1010","POL","1010","004",2018-01-08,2018-04-26,"POL","INTRO AM POLITICS",3,"DL 100%","Online",""
"POL1010005_2178",2178,"POL1010","POL","1010","005",2017-08-21,2017-12-09,"POL","INTRO AM POLITICS",3,"In Person","Clermont College",""
"POL1010006_2181",2181,"POL1010","POL","1010","006",2018-01-08,2018-04-26,"POL","INTRO AM POLITICS",3,"In Person","Clermont College",""
"POL1080001_2181",2181,"POL1080","POL","1080","001",2018-01-08,2018-04-26,"POL","INTRO INTRNL RLTNS",3,"DL 100%","Online",""
"PSYC1001001_2178",2178,"PSYC1001","PSYC","1001","001",2017-08-21,2017-12-09,"PSYC","INTRO TO PSYCHOLOGY",3,"In Person","Clermont College",""
"PSYC1001001_2181",2181,"PSYC1001","PSYC","1001","001",2018-01-08,2018-04-26,"PSYC","INTRO TO PSYCHOLOGY",3,"In Person","Clermont College",""
"PSYC1001002_2178",2178,"PSYC1001","PSYC","1001","002",2017-08-21,2017-12-09,"PSYC","INTRO TO PSYCHOLOGY",3,"In Person","Clermont College",""
"PSYC1001002_2181",2181,"PSYC1001","PSYC","1001","002",2018-01-08,2018-04-26,"PSYC","INTRO TO PSYCHOLOGY",3,"In Person","Clermont College",""
"PSYC1001003_2178",2178,"PSYC1001","PSYC","1001","003",2017-08-21,2017-12-09,"PSYC","INTRO TO PSYCHOLOGY",3,"In Person","Clermont College",""
"PSYC1001003_2181",2181,"PSYC1001","PSYC","1001","003",2018-01-08,2018-04-26,"PSYC","INTRO TO PSYCHOLOGY",3,"In Person","Clermont College",""
"PSYC1001004_2178",2178,"PSYC1001","PSYC","1001","004",2017-08-21,2017-12-09,"PSYC","INTRO TO PSYCHOLOGY",3,"In Person","Clermont College",""
"PSYC1001004_2181",2181,"PSYC1001","PSYC","1001","004",2018-01-08,2018-04-26,"PSYC","INTRO TO PSYCHOLOGY",3,"DL 100%","Online",""
"PSYC1001005_2178",2178,"PSYC1001","PSYC","1001","005",2017-08-21,2017-12-09,"PSYC","INTRO TO PSYCHOLOGY",3,"In Person","Clermont College",""
"PSYC1001005_2181",2181,"PSYC1001","PSYC","1001","005",2018-01-08,2018-04-26,"PSYC","INTRO TO PSYCHOLOGY",3,"In Person","Clermont College",""
"PSYC1001006_2178",2178,"PSYC1001","PSYC","1001","006",2017-08-21,2017-12-09,"PSYC","INTRO TO PSYCHOLOGY",3,"In Person","Clermont College",""
"PSYC1001006_2181",2181,"PSYC1001","PSYC","1001","006",2018-01-08,2018-04-26,"PSYC","INTRO TO PSYCHOLOGY",3,"In Person","Clermont College",""
"PSYC1001007_2178",2178,"PSYC1001","PSYC","1001","007",2017-08-21,2017-12-09,"PSYC","INTRO TO PSYCHOLOGY",3,"In Person","Clermont College",""
"PSYC1001007_2181",2181,"PSYC1001","PSYC","1001","007",2018-01-08,2018-04-26,"PSYC","INTRO TO PSYCHOLOGY",3,"In Person","Clermont College",""
"PSYC1001008_2178",2178,"PSYC1001","PSYC","1001","008",2017-08-21,2017-12-09,"PSYC","INTRO TO PSYCHOLOGY",3,"In Person","Clermont College",""
"PSYC1001008_2181",2181,"PSYC1001","PSYC","1001","008",2018-01-08,2018-04-26,"PSYC","INTRO TO PSYCHOLOGY",3,"DL 100%","Online",""
"PSYC1001009_2178",2178,"PSYC1001","PSYC","1001","009",2017-08-21,2017-12-09,"PSYC","INTRO TO PSYCHOLOGY",3,"DL 100%","Online",""
"PSYC1001009_2181",2181,"PSYC1001","PSYC","1001","009",2018-01-08,2018-04-26,"PSYC","INTRO TO PSYCHOLOGY",3,"DL 100%","Online",""
"PSYC1001010_2178",2178,"PSYC1001","PSYC","1001","010",2017-08-21,2017-12-09,"PSYC","INTRO TO PSYCHOLOGY",3,"DL 100%","Online",""
"PSYC1001010_2181",2181,"PSYC1001","PSYC","1001","010",2018-01-08,2018-04-26,"PSYC","INTRO TO PSYCHOLOGY",3,"DL 100%","Online",""
"PSYC1001011_2178",2178,"PSYC1001","PSYC","1001","011",2017-08-21,2017-12-09,"PSYC","INTRO TO PSYCHOLOGY",3,"DL 100%","Online",""
"PSYC1001011_2181",2181,"PSYC1001","PSYC","1001","011",2018-01-08,2018-04-26,"PSYC","INTRO TO PSYCHOLOGY",3,"DL 100%","Online",""
"PSYC1001012_2181",2181,"PSYC1001","PSYC","1001","012",2018-01-08,2018-04-26,"PSYC","INTRO TO PSYCHOLOGY",3,"In Person","Clermont College",""
"PSYC1001014_2181",2181,"PSYC1001","PSYC","1001","014",2018-01-08,2018-04-26,"PSYC","INTRO TO PSYCHOLOGY",3,"DL 100%","Online",""
"PSYC1081001_2178",2178,"PSYC1081","PSYC","1081","001",2017-08-21,2017-12-09,"PSYC","FIRST YR EXP PSYCH",3,"Partially DL 26-74%","Clermont College",""
"PSYC2001C001_2178",2178,"PSYC2001C","PSYC","2001C","001",2017-08-21,2017-12-09,"PSYC","RES METH & STATS I",4,"In Person","Clermont College",""
"PSYC2001C002_2178",2178,"PSYC2001C","PSYC","2001C","002",2017-08-21,2017-12-09,"PSYC","RES METH & STATS I",4,"In Person","Clermont College",""
"PSYC2002C001_2181",2181,"PSYC2002C","PSYC","2002C","001",2018-01-08,2018-04-26,"PSYC","RES METH & STATS II",4,"In Person","Clermont College",""
"PSYC2005001_2178",2178,"PSYC2005","PSYC","2005","001",2017-08-21,2017-12-09,"PSYC","CHILD & ADOL DEVEL",3,"DL 100%","Online",""
"PSYC2005001_2181",2181,"PSYC2005","PSYC","2005","001",2018-01-08,2018-04-26,"PSYC","CHILD & ADOL DEVEL",3,"DL 100%","Online",""
"PSYC2005002_2178",2178,"PSYC2005","PSYC","2005","002",2017-08-21,2017-12-09,"PSYC","CHILD & ADOL DEVEL",3,"DL 100%","Online",""
"PSYC2005002_2181",2181,"PSYC2005","PSYC","2005","002",2018-01-08,2018-04-26,"PSYC","CHILD & ADOL DEVEL",3,"DL 100%","Online",""
"PSYC2005003_2178",2178,"PSYC2005","PSYC","2005","003",2017-08-21,2017-12-09,"PSYC","CHILD & ADOL DEVEL",3,"DL 100%","Online",""
"PSYC2005003_2181",2181,"PSYC2005","PSYC","2005","003",2018-01-08,2018-04-26,"PSYC","CHILD & ADOL DEVEL",3,"DL 100%","Online",""
"PSYC2007001_2178",2178,"PSYC2007","PSYC","2007","001",2017-08-21,2017-12-09,"PSYC","ADULTHOOD & AGING",3,"DL 100%","Online",""
"PSYC2008001_2178",2178,"PSYC2008","PSYC","2008","001",2017-08-21,2017-12-09,"PSYC","INTRO ART THERAPY",3,"In Person","Uptown Campus West",""
"PSYC2008001_2181",2181,"PSYC2008","PSYC","2008","001",2018-01-08,2018-04-26,"PSYC","INTRO ART THERAPY",3,"In Person","Clermont College",""
"PSYC2008002_2181",2181,"PSYC2008","PSYC","2008","002",2018-01-08,2018-04-26,"PSYC","INTRO ART THERAPY",3,"In Person","Uptown Campus West",""
"PSYC2010001_2178",2178,"PSYC2010","PSYC","2010","001",2017-08-21,2017-12-09,"PSYC","HUMAN SEXUALITY",3,"In Person","Clermont College",""
"PSYC2015001_2178",2178,"PSYC2015","PSYC","2015","001",2017-08-21,2017-12-09,"PSYC","SOCIAL PSYCH",3,"DL 100%","Online",""
"PSYC2020001_2181",2181,"PSYC2020","PSYC","2020","001",2018-01-08,2018-04-26,"PSYC","COGNITION & LRNING",3,"In Person","Clermont College",""
"PSYC2030001_2178",2178,"PSYC2030","PSYC","2030","001",2017-08-21,2017-12-09,"PSYC","SENSATION & PERCEPT",3,"In Person","Clermont College",""
"PSYC2040001_2178",2178,"PSYC2040","PSYC","2040","001",2017-08-21,2017-12-09,"PSYC","DEVEL PSYCH",3,"DL 100%","Online",""
"PSYC2040001_2181",2181,"PSYC2040","PSYC","2040","001",2018-01-08,2018-04-26,"PSYC","DEVEL PSYCH",3,"DL 100%","Online",""
"PSYC2051001_2178",2178,"PSYC2051","PSYC","2051","001",2017-08-21,2017-12-09,"PSYC","ABNORMAL PSYCHOLOGY",3,"DL 100%","Online",""
"PSYC2051001_2181",2181,"PSYC2051","PSYC","2051","001",2018-01-08,2018-04-26,"PSYC","ABNORMAL PSYCHOLOGY",3,"DL 100%","Online",""
"PSYC2052001_2178",2178,"PSYC2052","PSYC","2052","001",2017-08-21,2017-12-09,"PSYC","FIELDWORK PRACTICUM",1,"In Person","Clermont College",""
"PSYC2052001_2181",2181,"PSYC2052","PSYC","2052","001",2018-01-08,2018-04-26,"PSYC","FIELDWORK PRACTICUM",1,"In Person","Clermont College",""
"PSYC2053001_2181",2181,"PSYC2053","PSYC","2053","001",2018-01-08,2018-04-26,"PSYC","PERSONALITY",3,"Partially DL 26-74%","Clermont College",""
"PTA1001001_2181",2181,"PTA1001","PTA","1001","001",2018-01-08,2018-04-26,"PTA","INTRO TO PT ASSISTING & ETHICS",3,"In Person","Clermont College",""
"PTA1001002_2181",2181,"PTA1001","PTA","1001","002",2018-01-08,2018-04-26,"PTA","INTRO TO PT ASSISTING & ETHICS",3,"In Person","Clermont College",""
"PTA2020C001_2178",2178,"PTA2020C","PTA","2020C","001",2017-08-21,2017-12-09,"PTA","PTACARDIOREHAB",3,"In Person","Clermont College",""
"PTA2020C002_2178",2178,"PTA2020C","PTA","2020C","002",2017-08-21,2017-12-09,"PTA","PTACARDIOREHAB",3,"In Person","Clermont College",""
"PTA2020C003_2178",2178,"PTA2020C","PTA","2020C","003",2017-08-21,2017-12-09,"PTA","PTACARDIOREHAB",3,"In Person","Clermont College",""
"PTA2020C004_2178",2178,"PTA2020C","PTA","2020C","004",2017-08-21,2017-12-09,"PTA","PTACARDIOREHAB",3,"In Person","Clermont College",""
"PTA2030C001_2178",2178,"PTA2030C","PTA","2030C","001",2017-08-21,2017-12-09,"PTA","PTA NEUROREHABILITATION",3,"In Person","Clermont College",""
"PTA2030C002_2178",2178,"PTA2030C","PTA","2030C","002",2017-08-21,2017-12-09,"PTA","PTA NEUROREHABILITATION",3,"In Person","Clermont College",""
"PTA2030C003_2178",2178,"PTA2030C","PTA","2030C","003",2017-08-21,2017-12-09,"PTA","PTA NEUROREHABILITATION",3,"In Person","Clermont College",""
"PTA2030C004_2178",2178,"PTA2030C","PTA","2030C","004",2017-08-21,2017-12-09,"PTA","PTA NEUROREHABILITATION",3,"In Person","Clermont College",""
"PTA2031C001_2181",2181,"PTA2031C","PTA","2031C","001",2018-01-08,2018-04-26,"PTA","PTA NEUROREHABILITATION 2",2,"In Person","Clermont College",""
"PTA2031C002_2181",2181,"PTA2031C","PTA","2031C","002",2018-01-08,2018-04-26,"PTA","PTA NEUROREHABILITATION 2",2,"In Person","Clermont College",""
"PTA2031C003_2181",2181,"PTA2031C","PTA","2031C","003",2018-01-08,2018-04-26,"PTA","PTA NEUROREHABILITATION 2",2,"In Person","Clermont College",""
"PTA2031C004_2181",2181,"PTA2031C","PTA","2031C","004",2018-01-08,2018-04-26,"PTA","PTA NEUROREHABILITATION 2",2,"In Person","Clermont College",""
"PTA2040C001_2178",2178,"PTA2040C","PTA","2040C","001",2017-08-21,2017-12-09,"PTA","PTA MUSCULOSKELETAL REHAB 2",3,"In Person","Clermont College",""
"PTA2040C002_2178",2178,"PTA2040C","PTA","2040C","002",2017-08-21,2017-12-09,"PTA","PTA MUSCULOSKELETAL REHAB 2",3,"In Person","Clermont College",""
"PTA2040C003_2178",2178,"PTA2040C","PTA","2040C","003",2017-08-21,2017-12-09,"PTA","PTA MUSCULOSKELETAL REHAB 2",3,"In Person","Clermont College",""
"PTA2040C004_2178",2178,"PTA2040C","PTA","2040C","004",2017-08-21,2017-12-09,"PTA","PTA MUSCULOSKELETAL REHAB 2",3,"In Person","Clermont College",""
"PTA2041C001_2181",2181,"PTA2041C","PTA","2041C","001",2018-01-08,2018-04-26,"PTA","PTAMUSCULOREHAB3",2,"In Person","Clermont College",""
"PTA2041C002_2181",2181,"PTA2041C","PTA","2041C","002",2018-01-08,2018-04-26,"PTA","PTAMUSCULOREHAB3",2,"In Person","Clermont College",""
"PTA2041C003_2181",2181,"PTA2041C","PTA","2041C","003",2018-01-08,2018-04-26,"PTA","PTAMUSCULOREHAB3",2,"In Person","Clermont College",""
"PTA2041C004_2181",2181,"PTA2041C","PTA","2041C","004",2018-01-08,2018-04-26,"PTA","PTAMUSCULOREHAB3",2,"In Person","Clermont College",""
"PTA2050C001_2181",2181,"PTA2050C","PTA","2050C","001",2018-01-08,2018-04-26,"PTA","PTACLININTEGRAT",3,"In Person","Clermont College",""
"PTA2050C002_2181",2181,"PTA2050C","PTA","2050C","002",2018-01-08,2018-04-26,"PTA","PTACLININTEGRAT",3,"In Person","Clermont College",""
"PTA2060001_2181",2181,"PTA2060","PTA","2060","001",2018-01-08,2018-04-26,"PTA","PTASEMINAR",1,"Partially DL 26-74%","Clermont College",""
"PTA2070001_2178",2178,"PTA2070","PTA","2070","001",2017-08-21,2017-12-09,"PTA","PTACLINED2",2,"In Person","Off Campus",""
"PTA2080001_2181",2181,"PTA2080","PTA","2080","001",2018-01-08,2018-04-26,"PTA","PTACLINED3",3,"In Person","Off Campus",""
"RE2071001_2178",2178,"RE2071","RE","2071","001",2017-08-21,2017-12-09,"RE","RE PRIN & PRACTICES",3,"In Person","Clermont College",""
"RE2071001_2181",2181,"RE2071","RE","2071","001",2018-01-08,2018-04-26,"RE","RE PRIN & PRACTICES",3,"In Person","Clermont College",""
"RE2072001_2178",2178,"RE2072","RE","2072","001",2017-08-21,2017-12-09,"RE","RE LAW",3,"In Person","Clermont College",""
"RE2072001_2181",2181,"RE2072","RE","2072","001",2018-01-08,2018-04-26,"RE","RE LAW",3,"In Person","Clermont College",""
"RE2075001_2178",2178,"RE2075","RE","2075","001",2017-08-21,2017-12-09,"RE","RE APP & FIN",3,"In Person","Clermont College",""
"RE2075001_2181",2181,"RE2075","RE","2075","001",2018-01-08,2018-04-26,"RE","RE APP & FIN",3,"In Person","Clermont College",""
"READ1005001_2178",2178,"READ1005","READ","1005","001",2017-08-21,2017-12-09,"READ","RDG ACADEMIC TEXTS",3,"Partially DL 26-74%","Clermont College",""
"READ1005001_2181",2181,"READ1005","READ","1005","001",2018-01-08,2018-04-26,"READ","RDG ACADEMIC TEXTS",3,"In Person","Clermont College",""
"READ1005002_2178",2178,"READ1005","READ","1005","002",2017-08-21,2017-12-09,"READ","RDG ACADEMIC TEXTS",3,"Partially DL 26-74%","Clermont College",""
"READ1005002_2181",2181,"READ1005","READ","1005","002",2018-01-08,2018-04-26,"READ","RDG ACADEMIC TEXTS",3,"Partially DL 26-74%","Clermont College",""
"READ1005003_2178",2178,"READ1005","READ","1005","003",2017-08-21,2017-12-09,"READ","RDG ACADEMIC TEXTS",3,"In Person","Clermont College",""
"READ1006001_2178",2178,"READ1006","READ","1006","001",2017-08-21,2017-12-09,"READ","EFF RDG FOR MATH",3,"In Person","Clermont College",""
"RT1001C001_2178",2178,"RT1001C","RT","1001C","001",2017-08-21,2017-12-09,"RT","INTRO TO RESP CARE",4,"In Person","Clermont College",""
"RT1001C002_2178",2178,"RT1001C","RT","1001C","002",2017-08-21,2017-12-09,"RT","INTRO TO RESP CARE",4,"In Person","Clermont College",""
"RT1001C003_2178",2178,"RT1001C","RT","1001C","003",2017-08-21,2017-12-09,"RT","INTRO TO RESP CARE",4,"In Person","Clermont College",""
"RT1001C004_2178",2178,"RT1001C","RT","1001C","004",2017-08-21,2017-12-09,"RT","INTRO TO RESP CARE",4,"In Person","Clermont College",""
"RT1001C005_2178",2178,"RT1001C","RT","1001C","005",2017-08-21,2017-12-09,"RT","INTRO TO RESP CARE",4,"In Person","Clermont College",""
"RT1001C006_2178",2178,"RT1001C","RT","1001C","006",2017-08-21,2017-12-09,"RT","INTRO TO RESP CARE",4,"In Person","Clermont College",""
"RT1002C001_2181",2181,"RT1002C","RT","1002C","001",2018-01-08,2018-04-26,"RT","RESP TX MODALITIES",4,"In Person","Clermont College",""
"RT1002C002_2181",2181,"RT1002C","RT","1002C","002",2018-01-08,2018-04-26,"RT","RESP TX MODALITIES",4,"In Person","Clermont College",""
"RT1002C003_2181",2181,"RT1002C","RT","1002C","003",2018-01-08,2018-04-26,"RT","RESP TX MODALITIES",4,"In Person","Clermont College",""
"RT1002C004_2181",2181,"RT1002C","RT","1002C","004",2018-01-08,2018-04-26,"RT","RESP TX MODALITIES",4,"In Person","Clermont College",""
"RT1002C005_2181",2181,"RT1002C","RT","1002C","005",2018-01-08,2018-04-26,"RT","RESP TX MODALITIES",4,"In Person","Clermont College",""
